smiles,rt
C1CCC2=C(C1)C(=NN2)C(=O)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,2.31
C1CN2C3=C(C=CC=C31)C(=C(C2=O)C(=O)NC4=CN=CC=C4)O,1.09
CCS(=O)(=O)N(CC1=CC=CO1)CC2=CC3=C(C=C(C=C3)C)NC2=O,1.11
C1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4,2.46
CC(C)N1C2=C(C=N1)C(=CC(=N2)C3=CC=CC=C3)C(=O)NC[C@@H](C4=CC=CS4)N5CCOCC5,1
C1=CC=NC(=C1)C2=CSC(=N2)NC(=O)COC3=CC(=CC=C3)F,1.05
C[C@@H](C(=O)NC1=NC(=CS1)C2=CC=CC=N2)OC3=CC=CC=C3,1.03
CC1=C(C=C(C=C1)NC(=O)C[C@H]2COC3=CC=CC=C3O2)Cl,0.97
CC1=CC2=CC(=C(N=C2C=C1)Cl)CNCC3=CC=CS3,1.24
CC(C)C1=NC=C(C(=N1)C2CCC(CC2)CNC(=O)C3=CN=CC=C3)C4=CC=NC=C4,1.4
C1CCC(CC1)NC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,2.06
CCCN1C2=CC=CC=C2N=C1CNC3=CC=CC=C3O,1.46
CCC1=NC2=CC=CC=C2N1C[C@@H](COC3=C(C=CC(=C3)C)Cl)O,1.38
CCOC(=O)C1=NOC(=C1)C2=CSC(=N2)NC3=C(C=C(C=C3C)C)C,0.95
C1=CC(=C(C=C1Cl)Cl)C(=O)C[C@@H](C(Cl)(Cl)Cl)N,0.94
CCOC1=CC=C(C=C1)OCC(=O)NC2=CC(=CC(=C2)C)C,0.94
COC1=C(C(=CC=C1)OC)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=CC=CC=C4S3,0.97
COC1=CC=CC=C1OCCCCN2C3=CC=CC=C3N=C2C4CC4,1.2
CC1=CC(=CC(=C1)COC2=C(C3=C(C=C2)C(=C(C(=O)O3)CCC(=O)O)C)C)C,1.11
C1CN(CCC1CC2=CC=CC=C2)C(=O)C3CCN(CC3)C4=NN=C(S4)N5C=CC=C5,0.99
COC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)NC(=O)C4=CC5=CC=CC=C5OC4=O,1.52
C1=CC(=C(C=C1Br)C(=O)NC2=NNC(=S)S2)Cl,1.3
C1=C(SC(=C1)Cl)C2=NN=C(O2)NC(=O)C3=CC=C(S3)Cl,1.08
CC1=CC2=C(C=C1)OC(=N2)C3=C(C=CC(=C3)NC(=O)CC4=CC=CC=C4)Cl,0.97
C1=CC=C(C=C1)N2C=NC=C2C(=O)NC3=NC(=CS3)C4=CC=CC=N4,1.39
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=CC5=CC=CC=C5O4,1.28
C1=CC(=C(N=C1)NC2=CC=C(C=C2)Cl)N,1.07
COC1=CC=C(C=C1)C2=C(C=CC(=C2)NC(=O)C3=C(C=C(C=C3)F)Cl)OC,0.95
CC1=NC(=CC=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C3=CC=C(C=C3)F)Cl,0.95
C[C@@H](COC)NC(=O)CSC1=NC=NC2=C1C=C(S2)C3=CC=CC=C3,1.02
C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)NCCC3=CNC4=CC=CC=C43,1.01
COC1=CC=C(C=C1)NC2=CC=CC=C2NC(=O)C3=CNC(=O)C=C3,1.61
CC1=NN=C(C2=CC=CC=C12)NCC3=CC(=CC=C3)Cl,1.96
CC1=NN(C(=O)[C@H]1CC2=CC=CC3=CC=CC=C32)C4=NC5=CC=CC=C5S4,1.03
COC1=C(C=C(C=C1)C2=NC(=NO2)C3=CC(=CC=C3)NC(=O)CC4=CC=C(C=C4)F)OC,0.97
C1CSC(=N1)NC(=O)C2=C(C3=C(S2)C=C(C=C3)F)Cl,1.01
C1CCC2=C(C1)C(=C3C4=C(CCCC4)SC3=N2)N,2.61
C1CCC(CC1)CCC(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CO4,0.97
CCCN1N=C(N=N1)NC(=O)COC2=CC=C(C=C2)C3CCCCC3,0.96
CC(C)(C)N1C2=C(C(=N1)CC3=CC=CC4=CC=CC=C43)C(=NC=N2)N,1.03
CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,5.86
CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,4.71
C[C@H]1COC2(O1)CCN(CC2)C3=NC(=O)C4=CC(=CC(=C4S3)[N+](=O)[O-])C(F)(F)F,0.96
CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,1.72
CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,1.91
C1[C@H](C1C(=O)C2=CC=C(C=C2)NCCO)C3=CC=C(C=C3)Cl,1.05
CCN1C=NC2=C1N=C(N=C2NC3=CC(=CC(=C3)F)F)C#N,0.98
C1=CC=C(C=C1)OCCOC2=C(C=C(C=C2)C3=CSC=C3)C(=O)N,1.01
CCCCS(=O)(=O)NC1=CC2=C(C=C1)C=NN2C,1.02
CC1=CC(=C2C=C(NC2=C1)C(=O)NC3CCCCCCC3)C,0.98
COC1=CC=C(C=C1)CN2C=NC3=C(N=C(N=C32)Cl)C4=CC=CO4,0.97
C1CN(CCC1C(=O)N2CCC3=CC=CC=C3C2)C4=NC=NC(=C4)N5C=CC=C5,1.01
CC1=NC2=C(C=C(C=C2)OC)C(=C1)OCC(=O)NC3=CC=CC=C3OC,1.42
CC1=NC2=C(C=C(C=C2)OC)C(=C1)OCC(=O)NCC3=CC=CC=C3,1.62
CC(C)(C(=O)NC1=CC=C(C=C1)F)N2C=C(C=N2)C3=CC=CC=C3F,0.94
C1=CC=C(C=C1)OCCOC2=C(C=C(C=C2)Br)C(=O)N,1.01
CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CC4=NC=CC(=C4C=C3)NC5=CC6=NNN=C6C=C5,6.23
C1=CC(=CC=C1OC2=CN=CC(=C2)C3=CC4=C(C=C3)N=C(N4)N)F,4.74
CN1C2=NSC(=C2C(=O)N(C1=O)C)S(=O)(=O)C,0.99
CCCCC1=CN=C(C=C1)C(=O)NC2=NC=CC3=CC=CC=C32,1.01
CC(=CCC/C(=C\CNCCNC1C2CC3CC(C2)CC1C3)/C)C,3.89
CCC1=C(N2C=C(C=CC2=N1)Cl)C(=O)NCC3=CC=C(C=C3)N4CCC(CC4)C5=CC=C(C=C5)OC(F)(F)F,0.98
C1=CC2=NC(=C(N2C=C1)C(=O)NCC3=CC(=CC(=C3)Cl)Cl)C(F)(F)F,0.96
C1=CC=C(C(=C1)C(=O)NS(=O)(=O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O)O,2.78
COC1=CC=CC(=N1)C2=NC3=C(N2C[C@H]4CCCN4)C=CC=C3N5CCCC5,2.51
C1CN(CCN1)C2=NNC(=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,5.24
C1CN(CC=C1C2=C(C=C(C=C2F)N3C[C@@H](OC3=O)CO)F)CC4=CC=CC=C4,2.4
CCCCOC(=O)NC1=C(C=C2C(=C1)NC(=N2)C3CCCCC3)N4CCCC4,1.65
CC1=NC2=C(C=C(C=C2)Br)C(=C1)OCC(=O)NCC3=CC=CC=C3,1.13
C1CN(C[C@H](N1)CC2=CC=CC=C2)C3=NC=CC(=N3)OC4=CC=C(C=C4)N5C=CN=C5,5.1
C1COCCC1C2=CC(=NN2)C3=CC=C(C=C3)OC4=CC=CC=C4,1.06
CC1=CN=C(N=C1OC2=CC=C(C=C2)N3C=CN=C3)N4CCN[C@H](C4)CC5=CC=CC=C5,5.04
CC1(CC2=C3C(=NC(=C2CO1)N4CCOCC4)SN=C3Br)C,0.97
C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,4.81
CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,1.97
CC[C@H](CO)NCCN[C@H](CC)CO,6.52
CC(=O)NC[C@@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,1.17
C1=CC(=C(C=C1NC(=O)C2=C(C=CC(=C2)Cl)O)C(F)(F)F)C(F)(F)F,3.02
CN1CCN(CC1)CCCOC2=NC=C(C=N2)NC3=NC=C(N=C3C(=O)N)C4=CC(=C(C=C4)C(F)(F)F)F,4.89
C1CN(CC=C1C2=C(C=C(C=C2F)N3C[C@@H](OC3=O)COC4=NOC=C4)F)CC5=CC=CC=C5,1.78
CC1=CC=CC(=N1)C2=NC3=C(C(=N2)NC4=NC=NC=C4)SC=C3,1.32
CCC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)CN3CCN(CC3)CCC(C)C)C,2.22
CCCC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CN3CCN(CC3)CC4CC4,2.75
C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=CN=CC(=N3)C4=CC5=C(C=C4)NC=C5,0.98
C1=CC(=C(C=C1N=C(N)N)Cl)C2=CC=C(O2)C3=C(C=C(C=C3)N=C(N)N)Cl,6.55
CC1=C(C(=NN1C)C)NS(=O)(=O)C2=C(C=C(C=C2Cl)C3=CC(=NC=C3)N4CCNCC4)Cl,5.22
C[C@@]1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)N4CCC(CC4)OC5=CC=C(C=C5)OC(F)(F)F,0.93
CC(C)OC1=CC=CC(=C1)C2=CN3C(=CN=C3C=N2)C4=CC=C(C=C4)OC,1
C1=CC(=C(C=C1C2=CC=C(O2)C3=CC(=C(C=C3)N=C(N)N)Cl)Cl)N=C(N)N,6.52
C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)N)Cl,1.68
C1COCCN1CC(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1.32
CC1=CC=C(C=C1)[C@@]2(C3=C(C=CC(=C3)Cl)N=C(N2CCN4CCCCC4)C)O,4.47
CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CC4=NC=CC(=C4C=C3)NC5=NC=C(C=N5)Cl,3.82
CC(C)C1=CC=CC(=C1)C2=CN3C(=NN=C3C4=CC(=C(C=C4)OC)OC)C=C2,1.09
CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CC=C(C=C3)CNCC4=NNN=C4)F,5.49
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC3=C(C=C(C=C3)Cl)O,1.13
C1CN(CC2=C1C3=C(N=C(N=C3S2)N)N)CC4=CC=CC=C4,3.73
COC(=O)C1=C(C=C(C=C1)F)NS(=O)(=O)C2=CC=CC(=C2)C3=CN(N=C3)CC4=CC=CC=C4,0.93
C1=CC=C(C=C1)CNC2=NC=NC3=C2N=CN3CCN4[C@@H]([C@@H](C4=O)OC5=CC=CC=C5)C6=CC=C(C=C6)Cl,1.05
CC1(C(=NN(C1=O)C2CCCCCC2)C3=CC(=C(C=C3)OC)OCC4=CC=CC=N4)C,0.96
C1CN=C(N1)C2=CC=C(C=C2)C3=NOC(=C3)C4=CC(=CC=C4)C5=NCCN5,6.92
COC1=C2C(=CC(=C1)C3=NCCN3)C=C(O2)C4=CC=C(C=C4)C5=NCCN5,6.89
CC(C)(C)OC(=O)N1CCC(CC1)CN2C3=C(C(=N2)C4=CC5=CC=CC=C5N=C4)C(=NC=N3)N,1.24
C1=CC(=CC=C1COC2=CC=C(C=C2)N(CCN)C(=O)C3=C(C=C(C=C3)Cl)Cl)Cl,4.46
C1CCN(C1)C(=O)NC2=CC(=C(C=C2)F)C3=NC4=C(N3)C=C(C=N4)C5=CC=CC=C5,1.33
COC1=C(C=CC(=C1)C2=NCCN2)C3=CN(N=N3)C4=CC=CC(=C4)C5=NCCN5,6.98
CC1=NC2=C(C=C(C=C2)Cl)[C@@H](N1CCNC(=O)CN(C)C)C3=CC=CC=C3,6.18
C1CNCCC1CN2C3=C(C(=N2)C4=CC5=CC=CC=C5N=C4)C(=NC=N3)N,6.25
CO[C@@H]1CN(C[C@H]1O)C2=NC(=C(C=C2)C#CC3(CN4CCC3CC4)O)CC5=CC=CC=C5,4.4
CC(C)(C)OC(=O)N1CCN(CC1)C2=NC=CC(=N2)C3=CC=C(S3)C4=CC=C(C=C4)Cl,0.93
CN1C=CN=C1CNCCS(=O)(=O)C2=CC=CC(=C2)NC3=NC=C(C=C3)C4=CC(=CC=C4)F,2.89
CCCCN(CCCC)C1=C(C=C(C=C1C#N)S(=O)(=O)NC2=CC=CC=C2)C#N,0.93
C1=CC=C2C(=C1)C=CC=C2CC3=C4C(=NC=NC4=NN3)N,1.61
CS(=O)(=O)N1CCC(CC1)CCN2C3=C(C(=N2)CC4=CC=CC5=CC=CC=C54)C(=NC=N3)N,1.16
C[C@H](C1=CC=CC=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=NC=C4,1.08
C[C@@H](C(=O)NC1=CC2=C(C=C1)OC(=N2)C3=CC=NC=C3)OC4=CC(=CC=C4)Cl,1.05
COC1=C(C=CC(=C1)C2=NCCN2)N3C=C(N=N3)C4=CC(=CC=C4)C5=NCCN5,6.97
CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CC=C(C=C3)CO)F,1.22
C1CN(CCC1C2=CC(=C(N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)C(=O)OCC5=CC=CC=C5,1.3
C1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=N)N,4.76
CC(C)(C)C(=O)N(CCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)C2CCCCCC2,5.82
COC1=C(C=C(C=C1)C2=NCCN2)C3=CN(N=N3)C4=CC=CC(=C4)C5=NCCN5,6.99
CC(C)(C)N1C2=C(C(=N1)C3=CC=CC=C3)C(=NC=N2)N,1.03
CCC1=CC=CC=C1N2C(=CN3C2=NC4=C3C(=O)N(C(=O)N4C)[C@@H](C(C)C)C(=O)OC)C,0.96
CC1=C(C(=NN1C(=O)NC2=CC=CC(=C2)C(F)(F)F)C)SC3=NC=CC=N3,7.97
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)NCC4=COC=C4,2.05
CC1=NSC(=C1C(=O)NCCOC2=CC=C(C=C2)OC)NC,1.01
C1CN(CCN1CC2=CC=C(S2)Cl)C(=O)NCC3=CC=CO3,1.1
C1=CC=C(C=C1)S(=O)(=O)[C@@H](CN)C2=CC=CS2,2.78
CN1CCC(CC1)C2=CC(=C(N2)C3=CC=C(C=C3)F)C4=CC=NC=C4,5.57
CC1=CC2=C(N1CC3=CC=C(C=C3)Cl)C(=NC(=N2)NC(=O)C(C)(C)C)Cl,0.99
C/C(=N/OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F,0.91
C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F,0.95
CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCSCC3)F,1.11
CS(=O)(=O)C1=C(C=C(C=C1)C(=O)N(C[C@H]2CCCO2)C3=NC4=CC=CC=C4S3)[N+](=O)[O-],0.95
C1CCN(C1)[C@H](C2=CC=CC=N2)C3=C(NC4=CC=CC=C43)C5=CC=CC=C5,2.26
CNC1=NN=C(S1)SC2=C(C(=O)N(N=C2)C3=CC=CC=C3)Cl,1.06
CC1=C(C2=CC=CC=C2N1)[C@H](C3=CC=CS3)N4CCN(CC4)C,4.09
C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],1.05
CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,1.08
CC1=C(C2=NC3=C(CCCC3)C(=O)N2N1)C4=CC=C(C=C4)Cl,1.18
CC1=C(N=CC=C1)NC(=O)C2=CC(=CC=C2)OCC3=C(ON=C3C)C,1.06
C1CCC(CC1)C(=O)NCCC2=NN(C=C2)C3=CC=CC=C3,1.02
C1CCC2=NN=C(N2CC1)CNC(=O)C3=CC=C(O3)C4=CC=C(C=C4)F,1.53
C[C@H]1CCCCN1C(=O)NCCC2=COC(=N2)C3=CC=C(C=C3)F,1.04
CS(=O)(=O)C1=CC=CC=C1C(=O)N(CC2=CC=CC=C2)C3=CC=CC=C3,0.95
COC1=NC2=C(C=CN=C2C=C1)NC(=O)C3CCN(CC3)CCC4=CC=C(C=C4)Cl,3.33
C1COCCN1C2=CC=CC=C2NC(=O)[C@@H](CC3=CC=CC=C3)NC(=O)C4=CC=CS4,0.98
CC1=CC=CC=C1CN2CCC(CC2)(C3=CC(=C(C=C3)Cl)C(F)(F)F)O,2.08
CC(C)(C)N1C2=C(C(=N1)CC3=CC(=C(C=C3)F)Cl)C(=NC=N2)N,1.03
CCOC1=CC2=NC=C(C=C2C=C1)C3=NN(C(=C3C(=O)N)N)C(C)(C)C,1.15
CCOC1=CC2=C(C=C1)C=C(C=C2)C3=NN(C4=C3C(=NC=N4)N)CC5CCN(CC5)C,5.17
CN1CCN(CC1)C2=NC(=NC(=C2)C3=CC=C(C=C3)F)C4=CC=NC=C4,3.71
C1=CC=C(C=C1)C2=NC3=NC=NN3C(=C2)NCCC4=CC=C(C=C4)Cl,1.05
COC1=C2C(=CC(=C1)Br)C=C(C(=O)O2)C(=O)NC3=CC=CC(=C3)C(F)(F)F,0.92
C1=CC=C2C(=C1)C=C(O2)C3=C4C5=C(C=CC(=C5)Cl)N(C4=NC=N3)[C@H]6C([C@H]([C@H](O6)CO)O)O,1.39
CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)OC3=CC=C(C=C3)C)C,1.02
C1=CC2=C(C(=C1)Cl)N=C(S2)N(CCCN3C=CN=C3)C(=O)C4=CC=CO4,1.8
CCOC1=CC=C(C=C1)C2=NC(=CS2)CNCCC3=CC=C(C=C3)F,2.47
CC1=CN2C(=NC(=C2C3=NN(C=C3)CC4=CC=CC=C4)C)C=C1,1.76
COC1=CC(=CC2=C1OCO2)CN3CCC4(CC3)C=CC5=CC=CC=C45,2.12
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,1
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,0.98
CC1=CC(=NO1)NC(=O)C2=CC=C(O2)OC3=C(C=C(C=C3)Cl)O,1.07
C1=CC=C(C=C1)C2=NC(=CS2)CCNC(=O)C3=CC=CC=C3,1.01
CCC1=CC(=O)N(C(=N1)S[C@@H](C)C(=O)NC2=CC=C(C=C2)F)C,1.01
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,5.31
CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],1.02
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CN3CCN(CC3)C(=O)C4=CC=CC(=C4)C#N,1.2
COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CN3CCN(CC3)C(=O)C4=CC=CC(=C4)C#N,1.24
C1CN=C(N1)N2CCN(CC2)CC3=CC(=C(C=C3)Cl)Cl,3.25
CC1=C(C=CC=C1F)CN2CCC[C@@H](C2)CC3=NC(=NO3)C4=CC=C(C=C4)NC(=O)C,2.08
C1CN(CCC1N(C2=CC=C(C=C2)C(F)(F)F)C3=CN=CC=C3)C4=NC=C(C=C4)C(F)(F)F,0.92
C1CN(CCN1C2=CC=C(C=C2)C(F)(F)F)C(=O)[C@@H](C3=CC=C(C=C3)Cl)C4=CN=CC=C4,1
C1=NC2=C(C(=N1)N)N=CN2C[C@H]([C@H](C(=O)O)O)O,8.85
C[C@@H](C1=CC(=CC(=C1)Cl)Cl)N(C)C2=NC=C3C(=NC(=NC3=N2)N)N,4.55
CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O,0.94
CC1=CC(=CC(=N1)[C@@H]2CN(CCO2)C(=O)C3=NNC4=CC=CC=C43)NC,4.51
CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,1.89
COC1=C(C=C(C=C1)C2=NN(C(=O)[C@H]3[C@@H]2CC=CC3)C4CCCCCC4)OCCCCOC5=CC=C(C=C5)C6=NNN=N6,1.12
CC1(C(=NN(C1=O)C2CCCCCC2)C3=CC(=C(C=C3)OC)OCCCCOC4=CC=C(C=C4)C5=NNN=N5)C,1.12
C[C@H](C1=CC=C(C=C1)OC2=CC=C(C=C2)OC)N(C)C3=NC=C4C(=NC(=NC4=N3)N)N,4.57
C[C@H](C1=CC2=C(CCCC2)C=C1)N(C)C3=NC=C4C(=NC(=NC4=N3)N)N,4.66
